date,cases,deaths
2020-03-13,1,0
2020-03-14,5,0
2020-03-15,5,0
2020-03-16,5,0
2020-03-17,9,0
2020-03-18,11,0
2020-03-19,23,0
2020-03-20,31,0
2020-03-21,42,0
2020-03-22,47,0
2020-03-23,50,0
2020-03-24,73,0
2020-03-25,123,0
2020-03-26,189,3
2020-03-27,231,4
2020-03-28,261,5
2020-03-29,310,6
2020-03-30,415,7
