date,cases,deaths
2020-03-10,2,0
2020-03-11,2,0
2020-03-12,12,0
2020-03-13,25,0
2020-03-14,33,0
2020-03-15,53,0
2020-03-16,54,0
2020-03-17,65,0
2020-03-18,80,1
2020-03-19,334,3
2020-03-20,548,4
2020-03-21,787,6
2020-03-22,1033,9
2020-03-23,1324,16
2020-03-24,1791,24
2020-03-25,2294,43
2020-03-26,2878,63
2020-03-27,3657,93
2020-03-28,4635,111
2020-03-29,5486,132
2020-03-30,6508,197
