date,cases,deaths
2020-03-06,2,0
2020-03-07,4,0
2020-03-08,6,0
2020-03-09,10,0
2020-03-10,12,0
2020-03-11,16,0
2020-03-12,22,0
2020-03-13,41,0
2020-03-14,47,0
2020-03-15,68,0
2020-03-16,81,0
2020-03-17,101,0
2020-03-18,139,1
2020-03-19,187,1
2020-03-20,269,1
2020-03-21,388,2
2020-03-22,504,3
2020-03-23,644,6
2020-03-24,851,7
2020-03-25,1151,11
2020-03-26,1690,16
2020-03-27,2218,23
2020-03-28,2815,35
2020-03-29,3441,40
2020-03-30,4156,48
