date,cases,deaths
2020-03-04,1,0
2020-03-05,2,0
2020-03-06,4,0
2020-03-07,4,0
2020-03-08,6,0
2020-03-09,11,0
2020-03-10,15,1
2020-03-11,23,1
2020-03-12,29,1
2020-03-13,50,1
2020-03-14,75,2
2020-03-15,98,2
2020-03-16,176,3
2020-03-17,268,3
2020-03-18,427,5
2020-03-19,735,9
2020-03-20,896,11
2020-03-21,1336,16
2020-03-22,1914,20
2020-03-23,2844,27
2020-03-24,3675,44
2020-03-25,4402,62
2020-03-26,6876,81
2020-03-27,8825,108
2020-03-28,11124,140
2020-03-29,13386,161
2020-03-30,16636,199
