date,cases,deaths
2020-03-06,1,0
2020-03-07,1,0
2020-03-08,2,0
2020-03-09,4,0
2020-03-10,6,0
2020-03-11,11,0
2020-03-12,12,0
2020-03-13,12,0
2020-03-14,15,0
2020-03-15,19,0
2020-03-16,24,1
2020-03-17,30,2
2020-03-18,39,2
2020-03-19,56,2
2020-03-20,79,3
2020-03-21,126,4
2020-03-22,201,6
2020-03-23,259,7
2020-03-24,366,12
2020-03-25,479,14
2020-03-26,656,18
2020-03-27,982,26
2020-03-28,1232,31
2020-03-29,1514,32
2020-03-30,1788,35
