date,cases,deaths
2020-03-05,2,0
2020-03-06,8,0
2020-03-07,8,0
2020-03-08,8,0
2020-03-09,12,0
2020-03-10,17,0
2020-03-11,34,0
2020-03-12,49,1
2020-03-13,78,2
2020-03-14,103,2
2020-03-15,136,2
2020-03-16,161,2
2020-03-17,183,3
2020-03-18,216,3
2020-03-19,278,5
2020-03-20,364,5
2020-03-21,475,6
2020-03-22,591,7
2020-03-23,721,10
2020-03-24,912,11
2020-03-25,1086,19
2020-03-26,1432,24
2020-03-27,1735,31
2020-03-28,2061,44
2020-03-29,2315,47
2020-03-30,2628,51
