date,cases,deaths
2020-03-02,1,0
2020-03-03,2,0
2020-03-04,2,0
2020-03-05,2,0
2020-03-06,2,0
2020-03-07,4,0
2020-03-08,4,0
2020-03-09,4,0
2020-03-10,5,0
2020-03-11,5,0
2020-03-12,6,0
2020-03-13,7,0
2020-03-14,7,0
2020-03-15,13,0
2020-03-16,17,0
2020-03-17,26,0
2020-03-18,39,0
2020-03-19,44,0
2020-03-20,55,0
2020-03-21,65,0
2020-03-22,78,0
2020-03-23,101,1
2020-03-24,108,1
2020-03-25,137,1
2020-03-26,158,1
2020-03-27,187,2
2020-03-28,214,2
2020-03-29,258,3
2020-03-30,314,3
