date,cases,deaths
2020-03-05,3,0
2020-03-06,3,0
2020-03-07,3,0
2020-03-08,5,0
2020-03-09,6,0
2020-03-10,9,0
2020-03-11,13,0
2020-03-12,13,0
2020-03-13,18,0
2020-03-14,27,0
2020-03-15,32,0
2020-03-16,39,0
2020-03-17,57,0
2020-03-18,85,1
2020-03-19,108,1
2020-03-20,150,2
2020-03-21,195,3
2020-03-22,245,3
2020-03-23,290,3
2020-03-24,349,4
2020-03-25,423,4
2020-03-26,581,4
2020-03-27,775,5
2020-03-28,1066,10
2020-03-29,1244,11
2020-03-30,1414,15
