date,cases,deaths
2020-03-11,1,0
2020-03-12,4,0
2020-03-13,4,0
2020-03-14,4,0
2020-03-15,7,0
2020-03-16,8,0
2020-03-17,16,0
2020-03-18,26,0
2020-03-19,30,0
2020-03-20,39,0
2020-03-21,45,0
2020-03-22,56,0
2020-03-23,87,0
2020-03-24,104,0
2020-03-25,119,0
2020-03-26,143,1
2020-03-27,165,2
2020-03-28,214,5
2020-03-29,232,6
2020-03-30,264,7
