date,cases,deaths
2020-03-06,2,0
2020-03-07,2,0
2020-03-08,6,0
2020-03-09,7,0
2020-03-10,9,0
2020-03-11,10,0
2020-03-12,12,0
2020-03-13,13,0
2020-03-14,19,0
2020-03-15,28,0
2020-03-16,33,1
2020-03-17,47,1
2020-03-18,60,1
2020-03-19,81,1
2020-03-20,126,3
2020-03-21,172,3
2020-03-22,194,3
2020-03-23,299,5
2020-03-24,342,7
2020-03-25,424,7
2020-03-26,456,9
2020-03-27,539,13
2020-03-28,660,15
2020-03-29,774,16
2020-03-30,925,18
