2020-03-25,Marshall,Alabama,01095,1,0
2020-03-26,Marshall,Alabama,01095,3,0
2020-03-27,Marshall,Alabama,01095,4,0
2020-03-28,Marshall,Alabama,01095,4,0
2020-03-29,Marshall,Alabama,01095,5,0
