2020-03-23,1
2020-03-24,1
2020-03-25,1
2020-03-26,1
2020-03-27,1
2020-03-28,1
2020-03-29,1
2020-03-30,1
2020-03-31,1
2020-04-01,2
2020-04-02,3
2020-04-03,3
2020-04-04,3
2020-04-05,3
2020-04-06,3
2020-04-07,3
2020-04-08,3
2020-04-09,4
2020-04-10,4
2020-04-11,4
2020-04-12,5
2020-04-13,5
2020-04-14,5
2020-04-15,5
2020-04-16,5
2020-04-17,5
2020-04-18,5
2020-04-19,5
2020-04-20,5
2020-04-21,5
2020-04-22,6
2020-04-23,7
2020-04-24,7
2020-04-25,7
2020-04-26,7
2020-04-27,7
2020-04-28,7
2020-04-29,7
2020-04-30,8
2020-05-01,9
2020-05-02,13
2020-05-03,13
2020-05-04,13
2020-05-05,13
2020-05-06,13
2020-05-07,14
2020-05-08,15
2020-05-09,15
2020-05-10,15
2020-05-11,15
2020-05-12,15
2020-05-13,15
2020-05-14,15
2020-05-15,16
2020-05-16,16
2020-05-17,16
2020-05-18,16
2020-05-19,17
2020-05-20,17
2020-05-21,17
2020-05-22,17
2020-05-23,17
2020-05-24,19
2020-05-25,19
2020-05-26,19
2020-05-27,19
2020-05-28,19
2020-05-29,19
2020-05-30,19
2020-05-31,19
2020-06-01,19
2020-06-02,19
2020-06-03,19
2020-06-04,19
2020-06-05,19
2020-06-06,19
2020-06-07,20
2020-06-08,20
2020-06-09,21
2020-06-10,21
2020-06-11,21
2020-06-12,21
2020-06-13,21
2020-06-14,22
2020-06-15,22
2020-06-16,23
2020-06-17,25
