date,fips,cases,deaths
2020-03-07,20,1,0
2020-03-08,20,1,0
2020-03-09,20,1,0
2020-03-10,20,1,0
2020-03-11,20,1,0
2020-03-12,20,5,1
2020-03-13,20,6,1
2020-03-14,20,8,1
2020-03-15,20,9,1
2020-03-16,20,11,1
2020-03-17,20,17,1
2020-03-18,20,22,1
2020-03-19,20,35,1
2020-03-20,20,49,1
2020-03-21,20,57,2
2020-03-22,20,66,2
2020-03-23,20,82,2
2020-03-24,20,99,3
2020-03-25,20,132,3
2020-03-26,20,171,3
2020-03-27,20,212,4
2020-03-28,20,271,6
2020-03-29,20,332,7
2020-03-30,20,373,9
