date,fips,cases,deaths
2020-02-01,25,1,0
2020-02-02,25,1,0
2020-02-03,25,1,0
2020-02-04,25,1,0
2020-02-05,25,1,0
2020-02-06,25,1,0
2020-02-07,25,1,0
2020-02-08,25,1,0
2020-02-09,25,1,0
2020-02-10,25,1,0
2020-02-11,25,1,0
2020-02-12,25,1,0
2020-02-13,25,1,0
2020-02-14,25,1,0
2020-02-15,25,1,0
2020-02-16,25,1,0
2020-02-17,25,1,0
2020-02-18,25,1,0
2020-02-19,25,1,0
2020-02-20,25,1,0
2020-02-21,25,1,0
2020-02-22,25,1,0
2020-02-23,25,1,0
2020-02-24,25,1,0
2020-02-25,25,1,0
2020-02-26,25,1,0
2020-02-27,25,1,0
2020-02-28,25,1,0
2020-02-29,25,1,0
2020-03-01,25,1,0
2020-03-02,25,2,0
2020-03-03,25,2,0
2020-03-04,25,2,0
2020-03-05,25,3,0
2020-03-06,25,8,0
2020-03-07,25,13,0
2020-03-08,25,28,0
2020-03-09,25,41,0
2020-03-10,25,92,0
2020-03-11,25,95,0
2020-03-12,25,108,0
2020-03-13,25,123,0
2020-03-14,25,138,0
2020-03-15,25,164,0
2020-03-16,25,197,0
2020-03-17,25,218,0
2020-03-18,25,256,0
2020-03-19,25,328,0
2020-03-20,25,413,1
2020-03-21,25,525,2
2020-03-22,25,646,5
2020-03-23,25,777,5
2020-03-24,25,1159,11
2020-03-25,25,1838,15
2020-03-26,25,2417,25
2020-03-27,25,3240,35
2020-03-28,25,4257,44
2020-03-29,25,4955,48
2020-03-30,25,5752,61
