date,fips,cases,deaths
2020-03-13,16,1,0
2020-03-14,16,5,0
2020-03-15,16,5,0
2020-03-16,16,5,0
2020-03-17,16,9,0
2020-03-18,16,11,0
2020-03-19,16,23,0
2020-03-20,16,31,0
2020-03-21,16,42,0
2020-03-22,16,47,0
2020-03-23,16,50,0
2020-03-24,16,73,0
2020-03-25,16,123,0
2020-03-26,16,189,3
2020-03-27,16,231,4
2020-03-28,16,261,5
2020-03-29,16,310,6
2020-03-30,16,415,7
