date,fips,cases,deaths
2020-02-17,31,10,0
2020-02-18,31,10,0
2020-02-19,31,10,0
2020-02-20,31,11,0
2020-02-21,31,11,0
2020-02-22,31,11,0
2020-02-23,31,11,0
2020-02-24,31,12,0
2020-02-25,31,13,0
2020-02-26,31,13,0
2020-02-27,31,13,0
2020-02-28,31,13,0
2020-02-29,31,13,0
2020-03-01,31,13,0
2020-03-02,31,13,0
2020-03-03,31,13,0
2020-03-04,31,13,0
2020-03-05,31,13,0
2020-03-06,31,14,0
2020-03-07,31,14,0
2020-03-08,31,16,0
2020-03-09,31,16,0
2020-03-10,31,17,0
2020-03-11,31,23,0
2020-03-12,31,24,0
2020-03-13,31,27,0
2020-03-14,31,29,0
2020-03-15,31,31,0
2020-03-16,31,33,0
2020-03-17,31,36,0
2020-03-18,31,43,0
2020-03-19,31,47,0
2020-03-20,31,53,0
2020-03-21,31,61,0
2020-03-22,31,62,0
2020-03-23,31,73,0
2020-03-24,31,77,0
2020-03-25,31,84,0
2020-03-26,31,92,0
2020-03-27,31,100,2
2020-03-28,31,122,2
2020-03-29,31,137,2
2020-03-30,31,185,3
