date,fips,cases,deaths
2020-03-06,40,1,0
2020-03-07,40,1,0
2020-03-08,40,1,0
2020-03-09,40,1,0
2020-03-10,40,2,0
2020-03-11,40,2,0
2020-03-12,40,2,0
2020-03-13,40,3,0
2020-03-14,40,4,0
2020-03-15,40,8,0
2020-03-16,40,10,0
2020-03-17,40,18,0
2020-03-18,40,29,0
2020-03-19,40,44,1
2020-03-20,40,49,1
2020-03-21,40,53,1
2020-03-22,40,67,2
2020-03-23,40,81,2
2020-03-24,40,106,3
2020-03-25,40,164,5
2020-03-26,40,248,7
2020-03-27,40,322,8
2020-03-28,40,377,15
2020-03-29,40,429,16
2020-03-30,40,481,17
