date,fips,cases,deaths
2020-03-11,35,4,0
2020-03-12,35,6,0
2020-03-13,35,10,0
2020-03-14,35,13,0
2020-03-15,35,17,0
2020-03-16,35,21,0
2020-03-17,35,23,0
2020-03-18,35,28,0
2020-03-19,35,35,0
2020-03-20,35,43,0
2020-03-21,35,57,0
2020-03-22,35,65,0
2020-03-23,35,83,0
2020-03-24,35,100,0
2020-03-25,35,112,1
2020-03-26,35,136,1
2020-03-27,35,191,1
2020-03-28,35,208,2
2020-03-29,35,237,2
2020-03-30,35,281,4
